opID,titlu,volum
5501,Elämän hawainnoita VIII: Rauta=waimoja; Sokea; Kuihtunut wesa,
5502,The Golf Course Mystery,
5503,Kirottua työtä,
5504,A Wanderer in Holland,
5505,Selections from Wordsworth and Tennyson,
5506,Oklahoma and Other Poems,
5507,The Cid,
5508,The Kings and Queens of England with Other Poems,
5509,Nuori mylläri,
5510,The Brimming Cup,
5511,Mother West Wind 'Why' Stories,
5512,The Hymns of Prudentius,
5513,Massacre at Paris,
5514,The Silent Places,
5515,Sentimental Tommy,
5516,Der Pilger Kamanita: Ein Legendenroman,
5517,The World As I Have Found It,
5518,From Canal Boy to President; Or,
5519,Punch,
5520,Punch,
5521,A Gentleman Vagabond and Some Others,
5522,The Standard Operas (12th edition),
5523,Three Contributions to the Theory of Sex,
5524,The Republic,
5525,Academica,
5526,History of Holland,
5527,Sketches and Studies in Italy and Greece,
5528,Essays on Wit No. 2,
5529,Punch,
5530,Southern Horrors: Lynch Law in All Its Phases,
5531,Mob Rule in New Orleans,
5532,The Red Record,
5533,A Village Ophelia and Other Stories,
5534,Cape Cod and All the Pilgrim Land,
5535,Beacon Lights of History,
5536,Outwitting Our Nerves: A Primer of Psychotherapy,
5537,The Itinerary of Benjamin of Tudela,
5538,Panukala sa Pagkakana nang Repúblika nang Pilipinas,
5539,Elämän hawainnoita VII: Rauta=mies; Hairahdus; Pentti ja Inka,
5540,A General History and Collection of Voyages and Travels - Volume 05,
5541,Valere Aude: Dare to Be Healthy,
5542,Experimental Researches in Electricity,1
5543,The Brochure Series of Architectural Illustration,1
5544,Cicero's Tusculan Disputations,
5545,Scientific American Supplement No. 822,
5546,Beacon Lights of History,
5547,Scientific American Supplement No. 819,
5548,Punch,
5549,The Life of Froude,
5550,Rig Veda Americanus,
5551,Stories from the Greek Tragedians,
5552,Los Hombres de Pro,
5553,Painted Windows,
5554,Friedrich v. Schiller's Biographie,
5555,The Go Ahead Boys and Simon's Mine,
5556,A Briefe Introduction to Geography,
5557,Moby Dick,
5558,The Republic,
5559,King Henry VI,
5560,The Life of Reason: The Phases of Human Progress,
5561,The Sources and Analogues of 'A Midsummer-night's Dream',
5562,All Aboard; or,
5563,Draft of a Plan for Beginning Animal Sanctuaries in Labrador,
5564,Doctor and Patient,
5565,Readings in the History of Education,
5566,Historic Papers on the Causes of the Civil War,
5567,The Belles of Canterbury,
5568,Свет,
5569,Elämän hawainnoita IX: Sowittaja; Paljon uutta; Keron Heikki,
5570,History of King Henry the Sixth,
5571,Qvo vadis: Kertomus Neron ajoilta,
5572,The Spirit and the Word,
5573,Punch,
5574,The Keeper of the Door,
4570,Domestic Peace,
4571,Kernel Cob And Little Miss Sweetclover,
4572,Dew Drops,
4573,Venetië,
4574,Les fantômes,
4575,Plutarch's Lives,
4576,Quatre contes de Prosper Mérimée,
4577,Dew Drops,
4578,Wanted,
4579,Legend of Moulin Huet,
4580,The White Riband; Or,
4581,Masterman Ready,
4582,Answer to Dr. Priestley's Letters to a Philosophical Unbeliever,
4583,Langs den Congo tot Brazzaville,
4584,Punch,
4585,Punch,
4586,The Mirror of Literature,
4587,Amerikan löytöretken päiväkirja,
4588,The Marriage of William Ashe,
4589,A Kindergarten Story Book,
4590,Toni,
4591,The Works of Charles Lamb in Four Volumes,4
4592,Tom Tiddler's Ground,
4593,The Outdoor Chums on the Gulf; Or,
4594,The Bay State Monthly — Volume 2,
4595,The Bay State Monthly — Volume 2,
4596,David Balfour,
4597,Akbar,
4598,Punch,
4599,The Outdoor Girls at the Hostess House; Or,
4600,A Compilation of the Messages and Papers of the Presidents,
4601,Dew Drops,
4602,New Tabernacle Sermons,
4603,Somebody's Luggage,
4604,Plutarch's Lives Volume III.,
4605,Punch,
4606,Land und Volk in Afrika,
4607,Een abel spel ende een edel dinc van den Hertoghe van Bruyswijc,
4608,Carl Wilhelm Scheele ett minnesblad på hundrade årsdagen af hans död,
4609,If Winter Comes,
4610,Punch,
4611,Dew Drops,
4612,Dew Drops,
4613,The Pilots of Pomona: A Story of the Orkney Islands,
4614,Doctor Marigold,
4615,The Light in the Clearing: A Tale of the North Country in the Time of Silas Wright,
4616,Le vieux muet,
4617,Salaperäinen ovi,
4618,Westways: A Village Chronicle,
4619,The Tale of Terror: A Study of the Gothic Romance,
4620,Madame Bovary,
4621,Dictionnaire des idées reçues,
4622,Bouvard et Pécuchet,
4623,De l'origine des espèces,
4624,Les Roquevillard,
4625,Mrs. Lirriper's Lodgings,
4626,In het Balkanbergland van Bulgarije,
4627,Koskenlaskijan morsian,
4628,Les tribulations d'un chinois en Chine,
4629,Les enfants du capitaine Grant,
4630,Kaksi,
4631,Punch,
4632,Punch,
4633,The Red Redmaynes,
4634,Widdershins,
4635,Ethel Hollister's Second Summer as a Campfire Girl,
4636,Sons of the Soil,
4637,The Nursery,17
4638,A Man Four-Square,
4639,Willis the Pilot : A Sequel to the Swiss Family Robinson,
4640,The Romanization of Roman Britain,
4641,The Mating of Lydia,
4642,Buffalo Roost,
4643,The Dweller on the Threshold,
4644,Dramas in de wolken: Luchtreizen en luchtreizigers,
4645,Omhoog in het luchtruim! Praatje over het luchtvaartvraagstuk,
4646,Theory of the Earth,
4647,Country Sentiment,
4648,Dew Drops,
4649,Malta en de Maltezer Orde,
4650,The World's Best Orations,
4651,There is No Harm in Dancing,
4652,The Ladder to Learning,
4653,Edward MacDowell: A Great American Tone Poet,
4654,Punch,
4655,The Dangerous Age,
4656,Fifty-Two Story Talks to Boys and Girls,
4657,Ancient Town-Planning,
4658,Mugby Junction,
4659,In Oostenrijk—Stiermarken,
4660,As We Are and As We May Be,
4661,Le portrait de Dorian Gray,
4662,Love Romances of the Aristocracy,
4663,France in the Nineteenth Century,
4664,The Haunted and the Haunters; Or,
4665,The Nervous Housewife,
4666,The Living Present,
4667,Van Toledo naar Granada,
4668,Punch,
4669,The $30,
4670,London's Underworld,
4671,Abbe Mouret's Transgression,
4672,The Golden Scarecrow,
4673,Little Prudy's Sister Susy,
4674,Varied Types,
4675,The Lion and The Mouse: A Story Of American Life,
4676,Ang Katipunan,
4677,I Saw Three Ships and Other Winter Tales,
4678,Pojat asialla,
4679,Orjan oppi,
4680,The Kybalion,
4681,Mrs. Lirriper's Legacy,
4682,In het bergland van Tripolis,
4683,Wanted—A Match Maker,
4684,Viinantehtailia,
4685,Three Months of My Life,
4686,Ylhäiset ja alhaiset,
4687,Landas na Tuntunin,
4688,St. George's Cross; Or,
4689,Punch,
4690,The Story of Alchemy and the Beginnings of Chemistry,
4691,The Helmet of Navarre,
4692,Going into Society,
4693,The Tale of the Flopsy Bunnies,
4694,Aladdin und die Wunderlampe,
4695,Poor Jack,
4696,Untersuchungen über Goethes Faust in seiner ältesten Gestalt,
4697,Samoa,
4698,Bergrichters Erdenwallen,
4699,Lobo,
4700,On English Homophones,
4701,Bracebridge Hall,
4702,Punch,
4703,No Thoroughfare,
4704,The Mirror of Literature,
4705,Punch,
4706,A Celtic Psaltery,
4707,Over Strand and Field: A Record of Travel through Brittany,
4708,The Lure of the North,
4709,Más vale maña que fuerza,
4710,En el Fondo del Abismo: La Justicia Infalible,
4711,The Christian Home,
4712,Frank Reynolds,
4713,Golden Steps to Respectability,
4714,Castle Rackrent,
4715,Reviews,
4716,More English Fairy Tales,
4717,The Touchstone of Fortune,
4718,Christopher Carson,
4719,The Romance of Tristan and Iseult,
4720,The Fall of the Grand Sarrasin,
4721,Mercadet: A Comedy in Three Acts,
4722,Nouveaux contes de fées pour les petits enfants,
4723,Homes and How to Make Them,
4724,Half A Chance,
4725,El Verdugo,
4726,Punch,
4727,L'Ame de Pierre,
4728,The Age of Shakespeare,
4729,Flames,
4730,Enoni: muistoja Napoleonin ajoilta,
4731,Hints for Lovers,
4732,The Bell in the Fog and Other Stories,
4733,The Magician,
4734,Le Livre des Mères et des Enfants,
4735,Le sorcier de Meudon,
4736,The Recruit,
4737,The Great Events by Famous Historians,6
4738,Alton of Somasco: A Romance of the Great Northwest,
4739,The Shadow of a Crime,
4740,Katrine: A Novel,
4741,The Practice and Science of Drawing,
4742,The Philippine Islands,
4743,The Philippine Islands,
4744,Heräämiseni,
4745,Historia Calamitatum,
4746,Aan de Zuidpool,
4747,A Drama on the Seashore,
4748,Panayam ng Tatlong Binata — Unang Hati,
4749,Panayam ng Tatlong Binata — Ikalawang Hati,
4750,Punch,
4751,Invisible Links,
4752,Lincoln's Inaugurals,
4753,The Necromancers,
4754,Italian Journeys,
4755,Punch,
4756,The Radio Boys on the Mexican Border,
4757,The Ancient Life History of the Earth,
4758,La Grenadiere,
4759,Holidays at Roselands,
4760,Grashalmen,
4761,A Merry Dialogue Declaringe the Properties of Shrowde Shrews and Honest Wives,
4762,Dew Drops,
4763,Truxton King: A Story of Graustark,
4764,L'Iliade,
4765,L'Odyssée,
4766,L'île mystérieuse,
4767,Mademoiselle de Maupin,
4768,The Life of Napoleon I (Volume 1 of 2),
4769,The Garden Party,
4770,The Life of Napoleon I (Volume 2 of 2),
4771,The Story of Geographical Discovery: How the World Became Known,
4772,Murtavia voimia,
4773,The Complete Book of Cheese,
4774,New Ideas in India During the Nineteenth Century,
4775,Letters on International Copyright; Second Edition,
4776,As Farpas: Chronica Mensal da Politica,
4777,The Congo and Coasts of Africa,
4778,The Art of Interior Decoration,
4779,Native Races and the War,
4780,The Mayor of Casterbridge,
4781,Beautiful Stories from Shakespeare,
4782,The Life of Napoleon I (Complete),
4783,Atlantida,
4784,Principles of Home Decoration,
4785,Queed,
4786,The Tale of Peter Rabbit,
4787,Layamon's Brut,
4788,Väkinäinen naiminen,
4789,Reseña Veridica de la Revolución Filipina,
4790,El préstamo de la difunta,
4791,Nouvelles et Contes pour la jeunesse,
4792,Trooper Peter Halket of Mashonaland,
4793,Le Livre des Mères et des Enfants,
4794,Bailén,
4795,What All The World's A-Seeking,
4796,One of the 28th: A Tale of Waterloo,
4797,Etiquette,
4798,Old English Sports,
4799,The Poetry Of Robert Browning,
4800,The Sorcery Club,
4801,Belarmino y Apolonio,
4802,McClure's Magazine,
4803,Seraphita,
4804,Landscape and Song,
4805,Punch,
4806,The Electra of Euripides,
4807,Là-bas,
4808,Lippincott's Magazine of Popular Literature and Science,15
4809,Taboo and Genetics,
4810,Ulster's Stand For Union,
4811,Lippincott's Magazine of Popular Literature and Science,11
4812,The Consolation of Philosophy,
4813,Viajes de un Colombiano en Europa,
4814,The Red Inn,
4815,Die Äbtissin von Castro,
4816,Judith of the Godless Valley,
4817,Cleek: the Man of the Forty Faces,
4818,Lippincott's Magazine of Popular Literature and Science,17
4819,The Range Dwellers,
4820,The Nursery,17
4821,Paavo Kontio,
4822,Jaana Rönty,
4823,Books and Habits,
4824,Music Talks with Children,
4825,Essays,
4826,Pater Filucius,
4827,Punch,
4828,Ireland In The New Century,
4829,Poésies de Charles d'Orléans,
4830,Punch,
4831,The Fight for the Republic in China,
4832,An Historical Relation of the Island Ceylon in the East Indies,
4833,Plays by August Strindberg,
4834,Ma Pettengill,
4835,Jaakko Jaakonpoika,
4836,Miscellaneous Papers,
4837,Three Voyages for the Discovery of a Northwest Passage from the Atlantic to the Pacific,
4838,Maaliskuun lauluja; Tarina suuresta tammesta; Yökehrääjä,
4839,Patty and Azalea,
4840,The Poems of Jonathan Swift,
4841,Gwaith Samuel Roberts,
4842,54-40 or Fight,
4843,The Emperor of Portugallia,
4844,Rudolph Eucken : a philosophy of life,
4845,A Little Book of Filipino Riddles,
4846,MacMillan & Co.'s General Catalogue of Works in the Departments of History,
4847,A Voyage to Abyssinia,
4848,The Dawn and the Day,
4849,Carmen's Messenger,
4850,The Way of a Man,
4851,The Worst Journey in the World,
4852,Punch,
4853,Punch,
4854,Argentina from a British Point of View,
4855,When A Man's A Man,
4856,Hebraic Literature; Translations from the Talmud,
4857,The Young Engineers on the Gulf,
4858,Juana,
4859,Zanetto; and Cavalleria Rusticana,
4860,The Portland Peerage Romance,
4861,Autour de la table,
4862,A Noble Life,
4863,John Redmond's Last Years,
4864,The Adventures of Grandfather Frog,
4865,Somewhere in Red Gap,
4866,The Queen-like Closet or Rich Cabinet,
4867,Five Years of Theosophy,
4868,Elsie at Nantucket,
4869,No Name,
4870,The Life of John Milton,
4871,The Roman Question,
4872,The Missing Bride,
4873,The American Missionary — Volume 42,
4874,White Shadows in the South Seas,
4875,Työn orja,
4876,Rahan orja,
4877,Onnen orja,
4878,Naisen orja,
4879,Punch,
4880,Dreams,
4881,Punch,
4882,The Cattle-Raid of Cualnge (Tain Bo Cualnge) : An Old Irish Prose-Epic,
4883,George Du Maurier,
4884,The Inner Shrine,
4885,The Street Called Straight,
4886,Septimus,
4887,His Family,
4888,Le roman de Miraut - Chien de chasse,
4889,La fée des grèves,
4890,Ce que disait la flamme,
4891,The Voyage Out,
4892,Woman and Labour,
4893,Manual of Egyptian Archaeology and Guide to the Study of Antiquities in Egypt,
4894,Suez,
4895,The Tale of Old Mr. Crow,
4896,1001 Questions and Answers on Orthography and Reading,
4897,Les Rois,
4898,Patriarchal Palestine,
4899,The Intriguers,
4900,The Tale of Benjamin Bunny,
4901,Manners and Conduct in School and Out,
4902,Esther,
4903,The Story of an African Farm,
4904,Gawayne and the Green Knight,
4905,The Children's Six Minutes,
4906,The History of the Great Irish Famine of 1847 (3rd ed.) (1902),
4907,Blackwood's Edinburgh Magazine — Volume 54,
4908,Lancashire Idylls (1898),
4909,From John O'Groats to Land's End,
4910,Stories of the Border Marches,
4911,The Agamemnon of Aeschylus,
4912,Thrift,
4913,Grammatical Sketch of the Heve Language,
4914,The Kingdom of the Blind,
4915,The Exemplary Novels of Cervantes,
4916,Wilson's Tales of the Borders and of Scotland,24
4917,The Promise of American Life,
4918,A General History and Collection of Voyages and Travels — Volume 12,
4919,The Eventful History of the Mutiny and Piratical Seizure of H.M.S. Bounty: Its Cause and Consequences,
4920,Mona; Or,
4921,London to Ladysmith via Pretoria,
4922,True Love's Reward,
4923,The Life and Correspondence of Sir Isaac Brock,
4924,Heroes of the Great Conflict; Life and Services of William Farrar,
4925,Two Poets,
4926,Purcell,
4927,International Miscellany of Literature,
4928,A Dream of the North Sea,
4929,Rynnäkkö myllyä vastaan,
4930,Kertomuksia,
4931,Iivana eli suomalainen venäläisen puhemiehenä,
4932,Military Memoirs of Capt. George Carleton,
4933,Historical View of the Languages and Literature of the Slavic Nations,
4934,Mesikämmen; Musti; Ahven ja kultakalat,
4935,Lalli; Tuomas piispa; Maunu Tavast,
4936,The Voice of the City: Further Stories of the Four Million,
4937,Alla kasvon kaikkivallan,
4938,Wagner,
4939,Memoirs of Major Alexander Ramkins (1718),
4940,Sketches in the House,
4941,The Complete English Tradesman (1839 ed.),
4942,Confidences: Talks With a Young Girl Concerning Herself,
4943,A Supplement to A Compilation of the Messages and Papers of the Presidents,
4944,Letters to "The Times" upon War and Neutrality (1881-1920),
4945,Cromwell,
4946,Dutch Courage and Other Stories,
4947,Aeroplanes,
4948,Punch,
4949,African Camp Fires,
4950,Punch,
4951,The Hope of the Gospel,
4952,The Doctor's Dilemma,
4953,Punch,
4954,The Uphill Climb,
4955,Kings,
4956,A History of Trade Unionism in the United States,
4957,Proportional Representation Applied To Party Government,
4958,Perfect Behavior: A Guide for Ladies and Gentlemen in All Social Crises,
4959,Faust; a Tragedy,
4960,Letters on Demonology and Witchcraft,
4961,The Third and Last Part of Conny-Catching. (1592),
4962,The Man of the World (1792),
4963,A General History and Collection of Voyages and Travels — Volume 13,
4964,Gods and Fighting Men,
4965,South African Memories,
4966,The Fine Lady's Airs (1709),
4967,The Felon's Track,
4968,The English Novel,
4969,The Illustrious Prince,
4970,The German Classics of the Nineteenth and Twentieth Centuries,12
4971,The Empty House and Other Ghost Stories,
4972,Showell's Dictionary of Birmingham,
4973,Birds of Guernsey (1879),
4974,The Chemical History of a Candle,
4975,Mary Erskine,
4976,Life of Robert Browning,
4977,The Inside Story of the Peace Conference,
4978,The Story of The American Legion: The Birth of the Legion,
4979,Narrative of Services in the Liberation of Chili,
4980,Heidi,
4981,Twenty-six and One and Other Stories,
4982,The Function of the Poet,
4983,The Story of the Foss River Ranch: A Tale of the Northwest,
4984,Punch,
4985,The Seven Plays in English Verse,
4986,Notes on the Apocalypse,
4987,The Thunder Bird,
4988,The Lion's Share,
4989,Elsie's Kith and Kin,
4990,Nightfall,
4991,The Valley of the Moon,
4992,A Daughter of To-Day,
4993,The Twenty-Fourth of June: Midsummer's Day,
4994,Notable Women of Modern China,
4995,The Nursery,
4996,Scottish sketches,
4997,De Carmine Pastorali,
4998,Charles the Bold,
4999,Addresses by the Right Reverend Phillips Brooks,
5000,A Handbook to the Works of Browning (6th ed.),
